name;strasse;plz;ort;vorwahl;tel;url;opac;öffnungszeiten;bestandsgrößenklasse;unterhaltsträger;dbv;leitung;laenge;breite
Hochschule Ruhr West, Hochschulbibliothek;Duisburger Str. 100;45479;Mülheim an der Ruhr;-208;88254&#8209,240 (Herrn Niehäuser);http://www.hochschule-ruhr-west.de/;;;1.001 bis 2.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;688.505;51.428.107
Hochschule Macromedia, University of Applied Sciences - Macromedia Library;Sandstraße 9;80335;München;89;544 151-827;http://www.library.macromedia.de;https://macromedia.bsz-bw.de;;5.001 bis 10.000;Private Trägerschaft;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;11.573.599;48.143.439
BSP Business School Potsdam (FH) - Bibliothek;Jägerallee 23;14469;Potsdam;;;http://www.businessschool-potsdam.de;;;bis 1.000;Private Trägerschaft;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;1.305.358;52.400.355
Berufsakademie Sachsen Staatl. Studienakademie - Bibliothek;Melanchthonstr.1-3;08523;Plauen;-3741;57 09 161;http://www.ba-plauen.de;;;10.001 bis 30.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;12.135.285;50.496.039
Bibliothek der Dualen Hochschule Baden-Württemberg Ravensburg;Rudolfstraße 19;88214;Ravensburg;-751;18999-2715 und 18999-2105;http://www.dhbw-ravensburg.de/bibliothek-rv.html;;Mo-Do 8.00-21.00 Uhr/ Fr.8.00-18.00 Uhr/Sa 9.00-13.00 Uhr;30.001 bis 100.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;9.615.089;4.778.366
MSB Medical School Berlin – Hochschule für Gesundheit und Medizin - Bibliothek;Calandrellistr. 1-9;12247;Berlin;30;7668375-680;http://www.medicalschool-berlin.de/;;;5.001 bis 10.000;Private Trägerschaft;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;13.405.538;5.251.767
Berufsakademie Sachsen. Staatliche Studienakademie Riesa. Bibliothek;Am Kutzschenstein 6;01591;Riesa;-3525;70 75 16;http://www.ba-riesa.de;;41,0 Stunden;10.001 bis 30.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;13.304.633;5.130.251
Landesbibliothekszentrum Rheinland-Pfalz;Bahnhofplatz 14;56068;Koblenz;261;91500-101;http://www.lbz-rlp.de/;;Pfälzische Landesbibliothek Speyer: Montag bis Freitag: 9.00 bis 18.00 Uhr. Samstag: 9.00 bis 12.00 Uhr, Rheinische  Landesbibliothek Koblenz: Mo - Fr 10.00-19.00 Uhr. Sa 10.00 - 13.00 Uhr,  Bibliotheca Bipontina Zweibrücken: Mo-Fr 8.00-13.00.;1.000.001 und mehr;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;7.597.956;50.359.516
Universitätsbibliothek Eichstätt-Ingolstadt;Universitätsallee 1;85072;Eichstätt;-8421;93-21330 und 21331;http://www.ku-eichstaett.de/Bibliothek;http://opac.ku-eichstaett.de/;Montag - Freitag  8.30-22.00 Uhr, Samstag  10.00-16.00 Uhr;1.000.001 und mehr;Körperschaft/Stiftung des öff. Rechts;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;11.185.203;48.891.094
Universitätsbibliothek Mannheim, Bibliotheksbereich Schloss Ehrenhof, Hasso-Plattner-Bibliothek;Schloss Ehrenhof;68131;Mannheim;621;181-3025;http://www.bib.uni-mannheim.de;;Mo-Fr 8-24 Uhr, Sa-So 10-24 Uhr;300.001 bis 1.000.000;Land;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;8.466.275;4.948.778
Religionspädagogisches Institut;Kirchplatz 7;88250;Weingarten;751;43919;http://www.drs.de/index.php?id=1472;;;10.001 bis 30.000;Kath. Kirche;Sektion 4: Wiss. Universalbibliotheken;hauptamtlich;9.640.669;47.807.399
